District,Crop,Season,Year,Rainfall_mm,Temperature_Max_C,Temperature_Min_C,Humidity_Percent,Soil_pH,Organic_Carbon_Percent,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Percent,Fertilizer_N_kg_ha,Fertilizer_P_kg_ha,Fertilizer_K_kg_ha,Seed_Quality,Farm_Size_ha,Mechanization,Yield_kg_ha
Angul,Paddy,Summer,2020,87.6,39.3,30.0,53.9,5.77,0.478,166.0,23.9,159.9,74.6,134.0,35.2,41.9,Medium,1.88,Low,2456.0
Dhenkanal,Maize,Kharif,2019,1218.9,30.9,21.2,83.7,4.5,0.347,122.9,24.7,129.2,62.4,84.9,78.8,41.1,Medium,0.57,Low,2625.0
Angul,Maize,Kharif,2021,1145.4,26.6,28.2,75.0,4.51,0.391,204.0,35.8,155.7,67.2,164.7,68.3,43.2,High,3.18,High,5770.0
Kendrapara,Paddy,Rabi,2021,195.1,27.2,15.0,51.1,6.64,0.686,222.8,14.2,230.3,59.0,87.4,68.1,40.6,Medium,2.31,High,2230.0
Khordha,Paddy,Rabi,2020,196.2,30.0,19.6,60.1,6.47,0.539,186.4,37.6,113.9,65.3,117.4,61.2,33.1,High,5.4,Low,2243.0
Cuttack,Paddy,Kharif,2021,1178.1,38.8,25.2,85.9,6.34,0.573,193.0,15.0,133.2,16.1,102.0,35.3,45.9,Medium,11.8,Medium,1818.0
Ganjam,Paddy,Rabi,2018,201.5,32.7,17.9,78.5,5.56,0.648,229.6,25.6,99.8,45.1,120.4,47.9,30.3,High,4.28,Low,1666.0
Cuttack,Maize,Rabi,2018,158.4,27.7,15.6,71.8,5.01,0.59,166.5,31.7,147.6,57.5,151.1,48.2,43.1,Medium,1.44,Medium,3136.0
Puri,Paddy,Kharif,2019,1133.7,28.8,24.7,77.3,4.69,0.476,231.1,24.5,170.2,26.8,93.5,66.6,26.2,Medium,4.55,Medium,3068.0
Ganjam,Paddy,Kharif,2021,1236.8,30.6,20.9,73.5,6.22,0.554,109.7,22.9,207.7,22.4,144.4,50.3,33.9,High,6.7,High,3126.0
Angul,Maize,Kharif,2019,1320.0,34.6,22.9,76.9,5.52,0.371,211.7,28.0,118.7,77.1,78.5,86.4,41.8,High,4.7,Medium,3205.0
Jagatsinghpur,Paddy,Rabi,2018,158.7,31.6,16.8,61.9,4.64,0.633,203.0,19.4,162.2,68.2,135.5,68.7,37.0,Medium,0.75,Medium,2186.0
Sambalpur,Paddy,Kharif,2023,1381.7,32.4,24.0,73.4,5.22,0.684,228.9,15.6,193.9,75.3,145.9,56.9,31.5,Medium,0.84,Low,1974.0
Koraput,Paddy,Kharif,2021,1354.9,33.5,24.1,74.9,5.29,0.999,180.1,30.9,181.1,41.0,175.6,52.8,29.9,Low,0.32,Medium,3949.0
Balasore,Maize,Kharif,2021,1224.8,40.0,26.0,83.5,6.21,0.498,161.3,36.2,129.2,57.9,110.9,54.2,47.3,Medium,4.88,Low,2943.0
Puri,Paddy,Kharif,2019,1224.0,31.6,23.3,71.1,7.1,0.476,143.1,23.6,182.0,54.0,98.2,60.8,33.9,High,3.14,Medium,4206.0
Mayurbhanj,Paddy,Kharif,2019,1273.9,31.2,21.3,82.5,6.26,0.417,210.1,24.6,164.9,21.3,118.0,51.7,43.0,High,2.24,Medium,5044.0
Dhenkanal,Maize,Rabi,2023,287.3,28.3,15.1,50.7,6.17,0.799,274.6,27.3,115.0,79.1,159.6,42.9,39.8,High,6.83,Medium,4344.0
Kendrapara,Paddy,Kharif,2019,1319.6,35.6,24.7,95.0,6.71,0.751,218.2,27.2,206.3,33.6,85.1,49.7,46.3,Medium,0.56,High,4348.0
Khordha,Paddy,Kharif,2023,1154.0,38.1,21.9,80.5,6.57,0.536,237.6,27.0,180.8,46.9,109.4,64.2,35.4,Medium,2.97,Medium,3620.0
Jagatsinghpur,Paddy,Kharif,2023,1275.1,28.9,24.7,75.3,5.89,0.472,190.5,25.6,129.0,56.0,108.7,53.0,50.0,Medium,4.2,High,3911.0
Dhenkanal,Paddy,Kharif,2021,822.7,35.8,24.7,80.8,7.55,0.621,262.0,22.3,151.0,86.9,91.4,81.5,38.9,High,0.63,Medium,4770.0
Ganjam,Paddy,Kharif,2018,1269.7,34.0,19.9,85.2,5.23,0.504,165.5,28.1,122.7,53.1,135.1,92.8,38.1,Medium,1.91,Low,2509.0
Balasore,Paddy,Kharif,2023,1445.3,29.8,24.1,66.0,6.27,0.441,114.6,26.0,150.9,47.6,140.9,51.4,34.5,High,8.09,Low,2834.0
Koraput,Paddy,Kharif,2022,963.6,30.3,24.6,60.1,5.69,0.422,232.9,31.9,166.8,41.3,133.2,44.0,39.3,Low,3.19,Low,2870.0
Dhenkanal,Paddy,Kharif,2023,1726.3,33.7,22.0,77.0,6.51,0.609,189.1,15.5,187.2,65.1,87.0,56.5,16.3,Medium,2.95,Medium,2903.0
Puri,Paddy,Kharif,2022,938.0,34.2,23.3,81.8,5.78,0.603,260.0,18.4,104.5,27.4,160.9,68.5,43.0,Low,2.06,High,2434.0
Khordha,Paddy,Rabi,2018,144.5,25.0,16.9,65.2,5.85,0.622,122.5,10.6,117.5,85.7,124.9,45.7,32.6,Medium,0.0,Low,1376.0
Jajpur,Maize,Kharif,2023,1225.8,34.8,22.9,70.2,6.19,0.533,180.4,40.6,126.3,49.9,117.5,69.0,33.4,Medium,1.31,Medium,4162.0
Khordha,Maize,Kharif,2021,1046.4,30.7,22.5,80.8,5.07,0.291,145.5,21.3,73.9,74.0,91.2,70.9,25.8,High,2.19,Low,2088.0
Puri,Paddy,Kharif,2020,1432.7,28.9,23.6,81.8,4.5,0.619,255.2,34.1,65.6,53.5,117.2,25.1,43.1,High,4.21,Medium,1783.0
Balasore,Paddy,Kharif,2018,1696.3,30.7,26.7,72.2,6.31,0.252,177.9,25.6,192.3,14.5,95.0,49.7,23.0,High,0.81,High,3755.0
Jagatsinghpur,Paddy,Kharif,2023,1612.3,33.0,23.6,83.2,7.02,0.732,190.4,24.8,155.5,39.3,118.6,57.1,29.9,Low,1.8,Medium,3502.0
Koraput,Paddy,Kharif,2019,944.9,32.4,22.2,83.2,5.86,0.727,181.0,26.5,171.7,62.6,114.2,51.6,19.4,Medium,0.48,High,4496.0
Puri,Paddy,Kharif,2018,882.2,35.7,22.9,75.4,5.32,0.608,186.3,8.2,172.9,83.9,116.2,68.3,37.0,Medium,1.9,High,1086.0
Ganjam,Paddy,Kharif,2018,1423.1,34.0,25.6,88.5,6.52,0.567,243.7,18.3,177.5,79.6,205.5,62.3,30.5,Low,0.2,Medium,3496.0
Mayurbhanj,Maize,Kharif,2021,1311.2,32.3,24.0,74.0,4.5,0.608,202.6,41.5,179.2,14.8,118.8,66.4,43.3,Medium,3.86,Medium,4239.0
Angul,Paddy,Rabi,2021,154.0,27.9,17.1,57.8,7.55,0.412,156.6,25.4,162.9,37.5,153.7,20.0,49.0,Medium,0.49,Medium,2694.0
Ganjam,Paddy,Rabi,2023,217.8,25.0,18.9,66.8,6.3,0.51,228.6,27.8,165.6,73.9,122.6,47.6,32.2,Medium,3.21,Medium,3611.0
Kendrapara,Paddy,Kharif,2023,1269.6,32.0,22.0,80.4,6.39,0.747,132.1,19.3,218.0,68.6,172.8,92.7,39.6,Medium,9.62,Medium,4152.0
Jagatsinghpur,Paddy,Kharif,2020,1264.6,31.3,21.3,85.1,5.66,0.535,226.9,31.5,163.4,19.1,80.8,78.1,42.0,High,9.63,Medium,4213.0
Jajpur,Paddy,Kharif,2019,1331.7,29.5,25.1,72.1,6.54,0.555,116.3,23.4,159.7,61.8,94.8,62.0,25.1,Medium,2.09,Low,2985.0
Kendrapara,Maize,Kharif,2021,968.6,30.8,25.2,80.4,4.96,0.47,146.8,28.0,150.4,33.5,108.2,72.1,25.0,Medium,5.48,Medium,3762.0
Sambalpur,Paddy,Rabi,2021,243.1,29.7,19.0,59.9,4.83,0.2,101.8,24.8,100.4,9.8,88.5,88.1,36.5,Medium,0.67,Medium,1653.0
Puri,Paddy,Kharif,2019,1058.1,29.8,23.4,73.7,6.57,0.533,190.9,19.5,221.7,60.8,95.2,61.5,34.5,High,0.42,Medium,3670.0
Koraput,Paddy,Kharif,2022,1193.0,28.4,23.6,77.5,5.65,0.604,226.2,23.2,149.7,51.6,143.3,79.3,53.7,Medium,0.71,High,4170.0
Jajpur,Paddy,Kharif,2022,1266.0,34.6,24.1,79.3,4.79,0.501,170.7,22.1,115.8,59.8,161.2,46.4,49.0,Low,9.59,Low,1904.0
Koraput,Maize,Kharif,2019,772.9,30.9,23.9,74.3,4.98,0.503,206.4,37.3,146.2,64.9,91.8,67.1,49.8,Medium,0.16,High,3699.0
Khordha,Paddy,Kharif,2020,1165.9,32.3,27.5,92.2,7.37,0.852,244.4,11.9,169.4,40.2,103.5,49.9,47.0,Medium,2.22,Low,1467.0
Ganjam,Maize,Rabi,2018,232.2,34.2,20.8,56.7,7.02,0.766,128.5,30.3,98.0,58.7,148.0,65.2,43.7,Medium,0.0,High,2955.0
Baragarh,Maize,Kharif,2021,1294.9,33.9,19.7,80.6,6.41,0.959,197.3,24.1,190.7,31.5,92.3,72.5,34.7,High,4.43,Low,4936.0
Mayurbhanj,Paddy,Rabi,2021,98.5,36.9,15.5,71.1,6.78,0.414,210.9,16.4,121.5,41.9,120.2,69.0,49.1,Low,4.99,Medium,1768.0
Keonjhar,Paddy,Kharif,2019,1093.4,30.0,21.8,85.1,4.5,0.2,195.0,13.0,113.2,29.9,59.9,74.0,34.1,Medium,1.79,Medium,1565.0
Baragarh,Paddy,Kharif,2023,1187.8,29.3,27.2,68.7,6.26,0.442,203.8,23.4,172.9,51.5,83.8,41.8,45.0,Medium,1.48,High,4867.0
Kendrapara,Paddy,Rabi,2022,204.0,28.9,19.5,71.7,6.95,0.755,152.7,17.3,133.5,9.8,152.4,35.0,40.3,Low,2.56,Medium,1966.0
Mayurbhanj,Paddy,Kharif,2022,727.0,30.2,24.8,93.0,6.21,0.444,244.1,26.9,153.6,12.1,113.1,60.6,40.7,Medium,3.11,Medium,3375.0
Balasore,Maize,Kharif,2020,1155.6,34.4,26.0,69.6,5.9,0.631,155.9,32.6,143.9,21.6,152.0,50.7,43.1,Medium,0.23,Medium,4304.0
Puri,Paddy,Rabi,2021,120.5,29.1,16.7,67.8,6.84,0.621,208.4,33.3,121.6,31.5,56.7,102.6,56.7,High,3.72,Medium,2665.0
Sambalpur,Paddy,Kharif,2021,1300.4,31.4,20.8,81.5,7.32,0.517,177.4,41.8,180.6,12.4,95.7,68.6,30.4,High,3.57,Medium,4650.0
Khordha,Paddy,Kharif,2023,1510.4,33.0,25.4,78.7,6.52,0.67,131.0,23.0,175.1,10.3,120.9,36.4,34.3,High,12.78,Medium,3588.0
Kendrapara,Paddy,Kharif,2020,1219.3,36.3,21.3,73.7,6.79,0.666,252.3,16.3,108.7,59.9,96.9,87.6,43.6,Medium,0.13,Low,2402.0
Dhenkanal,Maize,Kharif,2018,1263.4,34.6,22.9,79.3,5.96,0.603,186.4,8.8,126.9,3.6,145.2,53.2,41.8,Low,4.33,Medium,1500.0
Koraput,Paddy,Kharif,2023,1121.2,31.1,27.3,92.6,5.76,0.289,174.5,35.2,127.1,25.9,169.7,81.1,40.4,High,4.2,Low,2942.0
Keonjhar,Maize,Summer,2023,91.0,40.7,22.4,63.7,6.05,0.37,175.0,28.4,122.5,48.8,145.3,77.3,34.0,High,0.54,Medium,2523.0
Sambalpur,Paddy,Rabi,2019,202.5,27.5,18.9,52.5,6.92,0.695,143.2,14.2,169.2,6.7,165.6,81.1,36.1,High,3.66,Medium,1748.0
Dhenkanal,Paddy,Kharif,2022,1088.5,30.4,23.3,65.4,6.77,0.544,211.1,19.1,111.6,47.9,110.1,80.1,42.7,High,8.02,High,4175.0
Dhenkanal,Paddy,Kharif,2023,1237.9,32.2,26.2,88.1,6.96,0.864,182.5,30.1,192.7,32.4,76.8,50.0,28.8,Medium,1.04,Low,3590.0
Kendrapara,Paddy,Rabi,2023,171.7,26.5,18.0,72.3,6.12,0.46,179.9,22.5,166.3,22.1,99.8,80.5,37.4,Low,2.33,Medium,2160.0
Puri,Paddy,Kharif,2021,1061.8,29.7,24.5,67.8,5.85,0.487,159.1,26.8,165.2,27.6,131.7,52.6,38.9,Low,0.65,Medium,2912.0
Khordha,Paddy,Kharif,2018,1421.7,31.6,25.7,82.9,6.41,0.341,223.6,25.8,141.2,26.2,118.1,64.6,28.9,Medium,0.49,Low,3119.0
Angul,Paddy,Kharif,2018,1321.3,31.5,24.3,77.5,6.64,0.786,188.4,20.3,99.2,52.4,166.9,63.2,44.6,High,0.54,Medium,3303.0
Kendrapara,Maize,Kharif,2021,813.2,36.1,26.4,77.1,7.06,0.544,188.7,12.0,192.8,5.6,196.6,56.4,44.2,Medium,0.59,Medium,1711.0
Sambalpur,Paddy,Summer,2018,64.8,41.3,24.4,48.1,4.88,0.652,257.5,36.6,151.1,43.6,147.3,86.1,34.3,Medium,0.03,High,2415.0
Koraput,Paddy,Kharif,2022,1345.7,31.8,22.3,71.3,5.26,0.534,221.4,28.4,169.7,17.8,147.1,78.7,48.4,Medium,6.81,Medium,4119.0
Koraput,Maize,Rabi,2018,50.0,29.6,17.6,53.0,6.13,0.575,216.5,36.3,120.1,70.7,61.5,53.7,53.1,Low,3.57,Medium,2584.0
Puri,Maize,Kharif,2019,1043.2,33.4,24.2,71.5,5.34,0.485,159.6,34.8,142.5,53.6,144.2,67.7,37.9,Low,1.02,Medium,3467.0
Mayurbhanj,Paddy,Summer,2018,99.3,35.2,22.9,50.4,6.39,0.687,119.8,25.0,194.8,26.8,123.6,68.3,31.5,Medium,8.36,Low,1875.0
Cuttack,Paddy,Kharif,2018,950.2,27.5,24.5,62.8,6.01,0.612,180.7,42.5,164.9,60.1,154.1,76.6,44.0,Medium,0.03,Medium,4299.0
Khordha,Paddy,Kharif,2019,1394.9,30.2,26.0,69.7,7.96,0.4,143.7,13.2,150.3,34.0,132.2,74.7,28.3,High,2.93,Medium,2234.0
Sambalpur,Paddy,Rabi,2018,174.3,30.8,21.6,80.5,6.08,0.409,155.0,16.3,152.7,42.8,92.4,67.2,48.0,Low,0.08,High,1944.0
Baragarh,Maize,Kharif,2023,1168.8,33.6,22.1,75.5,6.16,0.564,197.2,26.4,151.5,19.6,130.4,58.3,36.1,High,1.76,Low,4141.0
Keonjhar,Paddy,Rabi,2023,218.5,26.1,17.3,58.1,5.78,0.704,172.8,31.7,207.0,31.1,76.8,62.5,58.6,High,3.64,Low,2660.0
Puri,Paddy,Kharif,2019,1438.6,35.8,26.9,74.5,7.55,0.479,178.4,21.3,129.7,58.2,166.0,84.3,65.5,Low,1.82,Medium,3039.0
Keonjhar,Paddy,Rabi,2020,261.0,26.9,18.1,70.7,5.69,0.565,164.0,25.0,165.3,26.5,141.0,70.7,50.7,Medium,0.89,High,3468.0
Cuttack,Paddy,Kharif,2022,1131.2,31.6,24.4,75.0,6.49,0.556,172.1,17.2,164.2,2.8,78.3,66.3,37.5,Medium,0.9,Medium,2237.0
Balasore,Maize,Kharif,2021,1390.1,33.0,23.2,79.8,7.05,0.469,207.4,22.9,175.4,15.3,64.7,71.3,26.1,High,1.08,Medium,4266.0
Puri,Maize,Rabi,2022,155.4,25.0,20.1,56.2,5.79,0.53,202.8,30.6,171.4,39.9,106.7,55.3,37.3,Low,3.47,High,3152.0
Ganjam,Paddy,Summer,2023,116.1,40.1,30.0,56.1,6.35,0.809,156.4,35.4,169.8,63.3,146.1,45.8,28.1,High,6.69,High,3384.0
Jajpur,Paddy,Kharif,2023,1411.3,27.2,20.6,77.4,6.36,0.305,152.2,44.5,160.6,17.0,114.3,50.4,33.1,Medium,10.78,Low,2661.0
Balasore,Paddy,Rabi,2021,187.8,28.9,19.2,57.0,5.41,0.449,220.4,20.6,108.1,50.5,76.6,57.5,43.0,Medium,1.25,Low,2082.0
Cuttack,Paddy,Kharif,2019,958.0,32.5,22.8,85.4,4.67,0.933,199.9,17.7,123.1,74.2,141.2,53.4,69.0,High,1.21,High,3060.0
Keonjhar,Paddy,Rabi,2022,247.2,26.5,17.7,60.7,6.85,0.382,244.7,27.8,87.4,55.5,89.8,79.3,58.7,High,0.62,High,2804.0
Cuttack,Maize,Kharif,2022,1131.4,28.5,22.2,73.4,6.48,0.409,164.1,31.4,102.1,16.7,156.7,46.8,27.3,Low,0.57,Medium,2098.0
Angul,Paddy,Kharif,2020,1426.1,32.7,23.5,75.6,6.57,0.468,116.6,33.7,138.3,65.2,153.3,73.0,41.4,Medium,0.89,Medium,3208.0
Keonjhar,Maize,Kharif,2023,975.4,31.6,25.3,76.9,6.8,0.622,164.9,27.1,176.7,26.8,140.5,53.9,47.8,Low,5.06,Low,2803.0
Baragarh,Maize,Kharif,2018,1505.6,34.9,23.5,72.6,6.23,0.334,191.7,15.4,66.3,54.4,75.6,58.5,33.4,High,0.1,High,2341.0
Jajpur,Paddy,Summer,2021,63.3,35.8,26.1,65.5,5.31,0.645,118.1,12.2,179.8,19.2,84.7,64.2,23.4,High,4.17,Medium,1384.0
Puri,Paddy,Kharif,2022,1047.3,32.0,22.8,71.4,5.16,0.441,263.6,21.9,139.6,48.0,90.7,51.1,57.6,Medium,2.88,Medium,2433.0
Jajpur,Maize,Kharif,2019,1026.9,33.6,21.9,84.4,5.67,0.518,239.0,39.5,173.4,71.9,123.8,58.8,38.7,Medium,0.31,High,4199.0
Puri,Paddy,Rabi,2022,145.0,27.5,17.4,65.5,7.67,0.639,163.4,36.5,122.5,54.8,121.6,68.7,37.8,High,1.27,High,2989.0
Angul,Paddy,Rabi,2021,167.1,28.1,17.3,53.2,6.18,0.341,144.1,17.9,199.5,43.8,54.4,56.1,34.9,Medium,1.53,Medium,1904.0
Jagatsinghpur,Paddy,Rabi,2023,209.2,29.0,17.1,65.3,6.35,0.458,192.9,14.5,103.5,38.7,131.1,56.3,24.7,Medium,3.72,Medium,1874.0
Cuttack,Paddy,Kharif,2020,1189.5,32.3,24.5,74.4,5.76,0.468,113.8,39.4,174.5,53.3,116.7,53.1,56.4,High,6.76,Medium,2513.0
Baragarh,Paddy,Rabi,2021,221.4,31.6,17.6,66.9,6.01,0.351,197.5,19.3,162.9,9.7,156.0,60.2,59.5,Medium,0.15,High,2537.0
Mayurbhanj,Paddy,Rabi,2021,243.2,28.4,18.4,67.5,6.45,0.58,105.4,31.1,153.0,58.0,156.4,51.4,22.6,High,5.0,Low,2026.0
Koraput,Paddy,Kharif,2019,1391.8,32.6,22.4,78.3,5.69,0.613,218.4,21.5,159.7,24.7,99.9,67.4,43.5,High,8.97,Low,3524.0
Cuttack,Paddy,Kharif,2019,1247.8,31.5,25.6,77.8,6.15,0.391,146.9,23.5,194.3,28.9,140.6,41.3,34.8,Medium,0.48,Medium,3782.0
Jajpur,Paddy,Kharif,2021,1429.8,26.5,23.2,80.9,7.64,0.347,162.4,38.0,184.4,52.5,91.2,36.1,39.4,Medium,2.0,Low,3283.0
Jagatsinghpur,Paddy,Kharif,2021,1190.6,31.9,24.5,78.2,7.35,0.227,153.7,20.0,183.2,56.8,135.6,85.7,53.6,Medium,4.66,High,4100.0
Jajpur,Maize,Kharif,2019,1193.8,30.0,23.6,79.8,5.71,0.625,137.2,18.2,129.0,51.2,110.7,54.3,38.0,Medium,3.76,High,4310.0
Sambalpur,Maize,Rabi,2020,247.0,25.0,19.8,68.4,5.7,0.645,179.1,24.7,124.6,69.1,56.3,67.8,40.7,Medium,9.43,Low,2541.0
Jajpur,Paddy,Kharif,2020,1164.1,28.2,24.7,82.2,6.27,0.434,170.1,36.9,170.3,39.7,145.9,97.7,27.9,High,2.39,Medium,5219.0
Dhenkanal,Paddy,Kharif,2019,1137.9,33.6,25.7,63.2,5.57,0.414,222.0,31.1,173.1,39.1,74.1,71.2,33.1,Low,2.69,High,3351.0
Khordha,Paddy,Kharif,2019,1145.5,35.0,20.1,67.2,5.78,0.541,202.2,25.9,165.8,33.2,127.1,52.2,38.5,High,5.03,High,4246.0
Puri,Maize,Kharif,2022,1241.5,32.2,21.8,85.7,4.78,0.59,180.8,37.7,158.4,62.2,108.3,69.2,52.1,Low,5.96,Medium,3106.0
Keonjhar,Paddy,Kharif,2018,1090.3,34.2,25.4,79.0,5.47,0.554,187.7,32.2,130.5,20.1,129.6,60.0,28.3,Medium,6.6,Medium,2507.0
Jajpur,Paddy,Kharif,2019,1091.1,29.0,26.4,65.3,6.42,0.547,165.6,18.3,112.7,34.5,86.0,61.3,34.2,High,1.59,Medium,3163.0
Balasore,Paddy,Kharif,2018,1179.2,33.2,27.5,93.1,5.2,0.659,172.7,27.6,190.7,29.0,109.0,70.8,47.8,Medium,0.94,Medium,3484.0
Jajpur,Paddy,Rabi,2022,163.8,28.1,18.5,75.4,5.41,0.621,180.9,13.3,184.1,46.6,150.2,70.6,49.4,Low,0.27,Low,1358.0
Kendrapara,Paddy,Summer,2021,78.1,38.8,28.9,55.0,7.09,0.508,179.0,11.2,164.9,13.0,131.1,72.5,55.9,Medium,2.8,High,1358.0
Jajpur,Paddy,Kharif,2020,1121.9,31.6,27.3,81.3,6.34,0.434,236.2,10.6,153.0,50.0,113.5,62.5,36.7,Low,3.26,High,1826.0
Khordha,Paddy,Kharif,2021,1028.6,31.6,21.8,84.7,5.45,0.63,208.3,23.6,118.9,69.9,55.9,58.4,29.4,High,1.47,High,3652.0
Ganjam,Paddy,Rabi,2018,123.0,32.0,15.1,65.3,4.93,0.803,133.5,27.6,95.1,38.7,120.5,59.0,48.1,Low,0.12,Medium,1369.0
Khordha,Paddy,Kharif,2022,1236.8,31.0,24.3,72.3,6.08,0.668,207.5,30.0,129.0,37.0,164.0,65.9,39.0,High,4.68,Medium,4643.0
Puri,Paddy,Kharif,2019,1489.2,33.9,24.2,75.3,6.58,0.578,192.0,24.5,168.7,41.6,133.3,77.9,38.5,Low,3.26,Low,3094.0
Khordha,Paddy,Rabi,2018,294.4,32.3,17.9,67.1,6.23,0.404,194.2,21.8,134.9,23.5,40.9,70.0,24.8,High,1.67,Medium,2711.0
Baragarh,Paddy,Kharif,2020,1240.5,33.8,22.8,81.8,7.61,0.608,168.3,21.9,91.0,36.6,109.5,71.9,54.6,Medium,0.09,Medium,2474.0
Keonjhar,Paddy,Rabi,2023,235.9,26.8,17.7,59.1,4.5,0.453,226.8,12.2,158.7,39.3,122.4,56.1,38.0,Medium,2.0,Medium,1458.0
Koraput,Paddy,Kharif,2022,1044.5,32.7,21.3,79.0,5.59,0.526,70.0,11.7,138.4,55.3,89.7,70.8,30.7,Medium,2.5,High,1457.0
Jagatsinghpur,Paddy,Kharif,2019,1350.9,32.0,21.7,91.5,4.97,0.633,118.0,29.4,204.4,18.8,157.9,68.9,30.7,Low,1.14,Low,1535.0
Keonjhar,Paddy,Rabi,2021,108.4,30.3,22.1,60.8,5.41,0.595,206.6,25.1,152.7,46.0,94.4,65.5,24.4,Medium,4.0,Medium,3120.0
Keonjhar,Paddy,Kharif,2019,1130.2,36.3,26.0,85.1,4.5,0.814,240.8,15.5,84.7,33.1,180.9,72.0,32.2,Medium,2.3,Medium,1662.0
Kendrapara,Maize,Kharif,2021,987.4,31.4,22.3,70.3,7.46,0.691,229.8,33.2,159.5,32.7,184.0,72.8,37.1,High,1.22,Medium,5086.0
Keonjhar,Paddy,Kharif,2022,1569.9,27.1,19.4,73.3,6.1,0.529,144.3,13.8,166.8,11.2,108.0,74.4,41.1,High,1.3,Medium,2666.0
Jagatsinghpur,Paddy,Rabi,2018,243.6,28.9,15.3,72.7,6.93,0.565,170.3,9.1,148.6,12.7,146.1,96.2,31.5,Medium,8.84,Low,1047.0
Keonjhar,Paddy,Kharif,2018,699.0,32.3,23.4,72.3,6.27,0.549,164.1,25.1,129.6,11.4,171.5,53.8,44.6,High,4.55,Medium,3714.0
Baragarh,Paddy,Rabi,2018,209.6,26.5,18.1,62.1,7.46,0.548,207.9,20.8,160.2,56.1,143.1,49.1,51.8,Low,2.02,Low,2093.0
Cuttack,Paddy,Summer,2021,50.0,45.0,24.1,47.6,6.45,0.517,170.1,29.6,125.4,42.1,117.1,65.5,35.1,Medium,0.74,Medium,1602.0
Baragarh,Paddy,Kharif,2018,1140.0,34.1,25.4,82.0,6.43,0.773,178.9,34.2,229.8,32.5,110.4,58.9,60.2,Medium,0.35,Low,3805.0
Ganjam,Maize,Kharif,2019,1492.4,26.2,23.0,61.9,7.62,0.782,252.4,22.8,195.5,21.2,141.2,62.1,30.7,Medium,6.17,Low,2987.0
Keonjhar,Paddy,Kharif,2023,1015.1,35.4,23.6,79.1,5.41,0.647,174.3,22.4,199.4,49.4,111.3,55.0,43.9,Low,5.81,High,2754.0
Balasore,Maize,Kharif,2022,1064.6,31.7,22.6,69.9,5.3,0.2,179.1,28.5,99.3,8.0,104.3,87.2,22.5,Medium,2.17,Low,1737.0
Puri,Maize,Kharif,2021,1208.6,29.1,26.7,77.3,7.57,0.602,248.6,32.0,176.2,48.4,100.3,69.1,47.7,Medium,1.22,High,5711.0
Jajpur,Maize,Kharif,2022,1378.1,36.3,25.9,74.0,5.95,0.778,172.5,24.8,133.0,30.5,94.3,63.5,38.0,High,0.07,High,3181.0
Khordha,Paddy,Kharif,2022,934.8,31.9,22.6,81.2,7.31,0.568,144.2,26.9,177.4,19.3,134.0,71.8,42.1,Medium,2.1,Low,2265.0
Mayurbhanj,Paddy,Kharif,2020,1024.3,33.3,24.1,80.7,6.16,0.527,183.9,24.2,141.8,71.1,75.9,83.8,47.1,Medium,0.69,Low,3140.0
Balasore,Paddy,Kharif,2021,1188.5,33.0,23.7,85.1,5.18,0.604,194.5,23.7,168.1,11.6,108.0,71.9,45.4,High,6.79,Medium,3469.0
Mayurbhanj,Maize,Kharif,2020,1234.8,31.7,24.0,76.8,6.3,0.494,259.1,24.4,178.4,54.0,155.2,63.6,46.6,Low,0.35,Medium,4813.0
Mayurbhanj,Paddy,Kharif,2020,1041.8,31.8,24.0,74.6,5.2,0.306,126.3,12.9,210.8,17.0,96.2,89.9,38.8,Low,1.68,High,1573.0
Jagatsinghpur,Maize,Summer,2019,145.6,38.2,24.3,44.5,6.22,0.874,203.1,28.3,154.7,37.8,162.9,64.2,43.6,Medium,4.86,Medium,3332.0
Jagatsinghpur,Paddy,Kharif,2022,1171.4,31.9,25.3,69.7,7.02,0.846,161.5,33.7,193.1,46.4,138.0,57.1,50.1,Low,0.09,High,3614.0
Angul,Paddy,Kharif,2019,1035.7,34.8,23.8,66.6,4.82,0.658,129.2,31.8,153.5,79.4,111.5,73.6,53.0,Medium,0.51,Medium,3262.0
Cuttack,Paddy,Summer,2023,135.0,41.6,23.0,53.1,6.7,0.713,155.3,33.1,141.7,44.2,120.2,49.3,27.8,Medium,0.3,High,2640.0
Khordha,Maize,Rabi,2020,154.5,32.4,16.4,71.2,5.03,0.675,144.7,19.3,186.5,3.8,115.3,41.6,33.1,Low,4.28,Medium,1579.0
Mayurbhanj,Paddy,Rabi,2020,254.7,25.9,18.5,68.5,6.22,0.604,207.7,26.9,149.3,35.1,144.6,69.7,45.5,Medium,1.61,Medium,3191.0
Mayurbhanj,Paddy,Summer,2022,82.8,35.7,24.4,41.0,6.41,0.627,131.5,14.6,135.0,86.0,32.3,52.2,33.2,High,0.43,Low,1894.0
Jajpur,Paddy,Kharif,2023,1074.9,31.0,21.4,76.0,5.78,0.423,176.4,28.4,127.6,21.0,106.5,46.3,33.2,Medium,0.15,Low,2648.0
Puri,Paddy,Kharif,2019,1123.0,26.7,23.4,78.5,5.23,0.601,110.3,26.1,167.4,56.0,97.9,60.3,33.9,Medium,0.82,High,2531.0
